5925559746128907526,13.418616,17.017369,1186
6864763037866396934,10.356784,10.356784,1176
6856108642366655750,3.757006,59.046439,1172
6862726942580313350,11.218934,56.492448,1161
6858788754178542854,3.720612,8.148435,1157
6864726210392378629,36.925918,55.54043,1120
6862236771804024069,11.186439,11.186439,1109
6862711407016791301,1.313673,25.215442,1108
6864720738696301830,8.620272,13.86043,1099
6864789300324732166,8.126983,8.126983,1091
6864883489318112518,3.346439,15.193548,1088
5904810145583287557,13.561133,13.561133,1074
6860519181666880773,0,NaN,1074
6862486579697487109,15.092969,15.092969,1059
6864796450073660678,2.412448,59.116439,1056
6864950587310509318,3.907528,58.837437,1053
5925850612991151365,21.1017,51.150702,1031
6858675105396985094,7.762312,21.50043,1024
5926975697558850821,34.144104,35.245034,990
6864950696354123010,3.064693,15.114444,986
6864950484852149509,3.178662,10.54043,983
5927147240498793733,31.794466,31.794466,951
6864963075179646213,11.679772,11.679772,940
6836783718552636678,8.913106,8.913106,931
6864961071254441221,19.435101,19.435101,911
6862479103929388294,1.881315,59.093446,910
6836860558994590981,6.323197,13.814444,903
6862693508751363333,8.727981,27.747437,895
6862684264010501381,6.430408,30.95043,888
6836801837312576774,15.128187,15.128187,873
6862480236328652037,8.973832,57.166439,864
6860230790056365317,2.248163,15.114444,862
6864830921460305158,16.797188,48.878435,845
6857233175307881733,14.930429,14.930429,830
countdown,0,NaN,830
6860174925139873030,2.342834,12.421451,828
6861762444151246086,9.113106,9.113106,819
6864969460852264198,11.86721,18.667437,807
6858909541078240518,3.198344,26.283446,803
countdown,3.335192,10.1239,800
6857271691547036934,29.656984,53.127437,771
6862546009973673222,11.308116,11.308116,759
6837292828096285954,2.528253,10.657437,757
6862300715591781634,6.313106,6.313106,750
6862826546575494406,2.091541,43.117641,748
6864963149905333510,2.017868,14.766439,746
6858822794923330821,2.853129,50.989433,743
6864985573644307717,5.096167,37.498435,738
6864998189171281158,10.813106,10.813106,727
6861317989187292422,9.251315,34.851451,718
6837297918941220101,10.313106,10.313106,708
6865010588108508422,8.591382,8.591382,699
6865074058069806338,10.100679,10.100679,689
6837522748605025541,15.092969,15.092969,674
6861753386556001541,1.263673,10.666666,673
6865006806087896326,1.073492,10.726439,672
6862731060841549061,2.292585,13.048435,670
6862346935190228229,12.779773,12.779773,657
6837216137567079685,15.116189,15.116189,642
6862144866848181509,48.179772,48.179772,593
countdown,4.820634,10.1239,589
6865033633850232069,3.724897,10.168435,585
6860155047129386246,3.154195,15.091451,582
6856133321664023814,6.386112,6.386112,575
6837206354168417541,3.439659,17.25043,572
6865090966169177350,12.826507,14.836439,559
6837275422036610310,0.598117,12.583446,558
6837993705631239430,11.379773,11.379773,547
6837729565700328710,7.050544,10.17043,540
6862743865804197125,5.33,8.171451,535
countdown,0.787981,10.1239,534
6838639492379708678,13.769432,13.769432,520
6838617182075636997,2.408979,10.89043,518
6838698072097295621,0.886938,15.091451,517
6857211432593902853,9.58984,9.58984,507
6838657148331805958,9.028888,16.043446,498
6861800861698362630,3.834081,10.192448,494
6839503838181936389,0.540997,15.625442,494
6860143958425668865,0.689705,8.335442,493
6865027101557411077,14.079773,14.079773,479
6862838595594587398,11.213106,11.213106,468
6865027269153393926,20.709977,44.325442,447
countdown,1.113061,10.1239,446
6861845548039752965,4.14873,8.148435,442
6839442908559543557,10.193559,10.193559,432
6861995915025206534,12.770974,12.770974,419
6865108424829439237,4.515827,44.534444,414
6859094678508178694,1.50229,59.046439,413
6865131499398761734,12.058451,12.058451,401
6865156962120699142,4.780045,10.122448,396
6839767741440806150,7.110498,15.114444,389
6865148283317144838,0.654512,13.28043,388
6861321125696146694,0.737414,9.681451,388
6839758048060378373,10.303446,13.651451,377
6839879071011228934,13.235373,13.235373,364
6865244089709759750,13.013106,13.013106,351
6859132943630109957,7.07399,38.659433,344
6856240596579929349,53.879773,53.879773,290
6865249072907947270,23.394625,24.457791,267
6861574307542224134,3.070612,10.331451,264
countdown,1.282086,10.1239,262
6839852501768883462,39.143809,54.751451,223
6865287127916236038,37.311065,44.998435,186
6840420887305538821,1.111541,14.95,185
6840232264199048454,7.852267,12.49043,177
6856407407862615302,2.733378,59.164444,174
6862001976587062534,3.80585,10.168435,170
6862849783325838598,4.865782,31.9,166
6858067447203794181,10.823883,10.823883,155
6860988185632083206,12.313106,12.313106,142
6862014415256947974,2.261179,40.192448,140
6862851873267879170,1.886349,26.887437,138
6839882323178081542,8.126983,8.126983,130
6865303046306532613,12.146439,12.146439,118
6862412482523303169,4.109727,10.634444,114
6865318130525261061,15.213106,15.213106,99
6861625973440335109,11.322301,11.322301,87
6859110688418204933,2.391564,59.093446,85
6859163684510452997,10.413106,10.413106,75
6857275580379909381,1.829342,10.401451,73
6865407354025020678,1.253129,9.054444,71
6840361628588870917,5.65077,11.12043,66
6865399653895015685,7.713786,15.114444,58
6862879045961387270,5.815487,39.439439,52
6861917296152120581,1.82746,8.334444,50
6842765176333274373,15.116189,15.116189,35
6842420160310037766,1.02492,13.721451,34
6842458127372176641,1.074557,16.486439,33
6862088569574477062,1.753786,40.354444,31
6862073124251356421,6.140566,31.466666,25
6865411509279853830,0.910385,12.049433,24
6840538666914385157,8.782811,13.373446,16
6865431929685069062,1.390453,59.116439,14
6865339015487311110,5.352154,55.471451,9
6865320110085639430,1.066666,10.284444,8
6865349510407785733,1.027823,35.966439,7
