6836860558994590981,9.558977,13.815,1190
6855388754941611266,0.237977,11.679,1190
6858718972792147205,0.693841,15.092,1189
6865244089709759750,0.354569,13.002,1189
6863111119024737537,0.004,33.089,1189
6859810251990945030,0,NaN,1189
6865385140055493893,0,57.701,1189
6837729565700328710,0.146227,10.171,1189
6862093240611458309,0,NaN,1189
6862826546575494406,0,43.118,1189
6865691472704965893,0,43.118,1189
6842915744951307526,0,NaN,1189
6865090966169177350,0,NaN,1189
6843925571366341894,0,NaN,1189
6837297918941220101,8.467884,10.285,1180
6865713856354766085,0.867365,8.451,1179
6865027101557411077,0.816882,14.047,1178
6862412482523303169,1.457274,10.635,1177
6861055930067356934,1.434705,48.8,1175
6841473906084171014,0.356206,10.287,1175
6859177741640649989,0.239161,13.699,1175
6862693508751363333,0.240161,13.699,1175
6861319895121022213,0.049181,36.334,1175
6862546009973673222,0,NaN,1175
6854220518674009350,0,NaN,1175
6862017000311393542,0,NaN,1175
6859223669269466374,0,NaN,1175
6845629138347281669,0,NaN,1175
6857916949658225926,0,NaN,1175
6860155047129386246,0,NaN,1175
6865485300215385350,0,NaN,1175
6863177618246667526,0,NaN,1175
6861625973440335109,0,NaN,1175
6859832502115224838,0,NaN,1175
6859837897239956741,0,NaN,1175
6849406287256603909,46.413107,46.413107,1128
6859756361136213254,15.138,15.138,1113
6860917038773292294,59.094,59.094,1054
6858032977549593861,9.96,9.96,1044
6862236771804024069,11.168,11.168,1033
6856240596579929349,53.869,53.869,979
6861283906180762886,17.507,17.507,961
6863650724648078597,15.487,15.487,946
6859656117413252358,9.682,9.682,936
6863710445308497158,22.035,22.035,914
6861465337636867333,15.115,15.115,899
6838639492379708678,13.768,13.768,885
6862101161537703174,21.756,21.756,864
6862838595594587398,11.179773,11.179773,852
6865349510407785733,35.967,35.967,816
6852476347357433093,14.21,14.21,802
6860126980071886086,8.498,8.498,794
6861317989187292422,34.852,34.852,759
6851914052877192454,7.36202,20.016,752
6858278075126369541,0,NaN,752
6865320110085639430,0,NaN,752
6857233175307881733,0,NaN,752
6853449773937167621,0,NaN,752
6864950587310509318,0,NaN,752
6856951506139122950,0,NaN,752
6862077182198516997,0,NaN,752
6862851873267879170,0,NaN,752
6859874645445807366,0,NaN,752
6860912723643895046,0,NaN,752
6864763037866396934,0,NaN,752
6863130960439823622,0,NaN,752
6859978418176527617,0,NaN,752
6863092273580674309,0,NaN,752
6865407354025020678,0,NaN,752
6863102890966289669,3.833565,15.115,748
6862979587018689797,0,NaN,748
countdown,0,NaN,748
