v09044g40000cbt4horc77uah2ddi8p0,21.464628,50.778,1178
v12044gd0000cbu32f3c77u7qm1unhb0,3.523503,5.779,1175
v12044gd0000car8jl3c77u6h22065ng,29.185562,189.959,1145
v12044gd0000cbtcs53c77u74o79u3ig,4.39173,6.707,1141
v12044gd0000cbp4ve3c77ua573s5rfg,5.964,5.964,1135
v12044gd0000cc59o3bc77ub90t4q6ug,0.216481,6.383,1135
v12044gd0000cc1d41jc77ud7ofd1nhg,11.566546,28.603,1123
v12044gd0000cc7l82jc77u0qj0led90,13.278,13.278,1110
v12044gd0000cbe6l8rc77u653acufo0,4.276796,6.242,1106
v12044gd0000cbujshrc77u5nakfapc0,6.266,6.266,1099
v12044gd0000cbv3nnjc77ua195lq6d0,3.924778,40.308,1095
v12044gd0000cc737t3c77ubrpj1a6ag,8.239,8.239,1087
v12044gd0000cc68rnjc77u6pg1g8v5g,0,NaN,1087
v09044g40000cc4s6erc77u9u096bcn0,3.025776,7.357,1084
v10033g50000cblc7f3c77ube8oqurh0,15.512,15.512,1069
v12044gd0000cc62h4bc77uegdli43dg,22.961,22.961,1046
v12044gd0000cbg49m3c77udfdkv4df0,8.883195,15.507,1037
v12044gd0000c9g7g3rc77ubk1u0ksi0,51.571728,58.162,985
v09044g40000cbck63rc77u2q05d1a10,5.826,5.826,979
v12044gd0000cbov3v3c77u8ccoc68bg,0.013122,23.543,979
v12044gd0000cc055pbc77u5namivqdg,29.981932,39.818,949
v12044gd0000cc1d9j3c77uei4jo98dg,22.639045,60.856,927
v12044gd0000cc52jerc77u7m569jq80,18.526,18.526,908
v12044gd0000cc734ojc77uckv2v5pd0,43.464,43.464,865
v12044gd0000cb9iigbc77u8jd4m96ig,4.912302,12.558,860
v09044g40000cbc1m4bc77u7vm18ph40,2.834937,27.582,857
v12044gd0000cbtfe03c77uafpvjrhpg,3.077474,6.312,854
v12044gd0000cb5ip2jc77ud63gbqgf0,9.447,9.447,845
v12044gd0000cbpfqarc77u2b8q0i9ig,7.821,7.821,837
v12044gd0000cc6e4src77u1qf4vj790,5.476,5.476,831
v10033g50000cc2j9tjc77ud8ed7v0sg,2.54571,51.224,829
