v10044g50000cajogirc77u6k5ps2kj0,1.972029,5.176,1198
v12044gd0000cbtto8rc77u7m553rbjg,0.883141,36.057,1197
v12044gd0000cbmm963c77u5nahqhmug,7.009,7.009,1190
v12044gd0000ccag4lrc77ub90rkr850,8.659,8.659,1181
v12044gd0000cbuvabbc77u34vfnelq0,5.250056,6.196,1176
v12044gd0000cbk73h3c77uda8rpr9og,6.359,6.359,1169
v12044gd0000cbvvtqbc77u1st3fvm4g,6.938712,29.323,1162
v09044g40000cc5ovc3c77u75lbuhbg0,6.8,6.8,1156
v12044gd0000cbqdo1bc77ua197funb0,20.942,20.942,1135
v09044g40000cbtr31bc77u3kt7sjr3g,9.261827,13.79,1125
v09044g40000cc4al5rc77u6t8mb3om0,14.927,14.927,1110
v12044gd0000cc5nphrc77u6pg0ml350,4.031818,121.692,1106
v12044gd0000cc5c5dbc77uemfnjnrng,10.329,10.329,1096
v12044gd0000cb0tngjc77u5k23cjkvg,15.414,15.414,1081
v12044gd0000cc76sf3c77u74o3s19cg,3.492967,16.041,1077
v09044g40000cbo7jarc77ucb3b2pog0,13.396,13.396,1064
v12044gd0000cakg4hbc77ua7ed8tdh0,51.298895,51.521,1013
v12044gd0000cc5pi5bc77u2b8q67qtg,8.263,8.263,1004
v09044g40000cc488rrc77u3bqfue6j0,5.523,5.523,999
v10044g50000cc9a0ejc77uclj3pfb8g,2.592523,6.801,996
v12044gd0000cbhocc3c77u7gjiau97g,11.2742,24.772,985
v12044gd0000caj9jibc77udr9dponv0,56.865586,68.449,928
v10033g50000cb6le9rc77ufksolcu00,7.266423,24.685,921
v12044gd0000cc630pjc77udfdib4r50,10.911,10.911,910
v12044gd0000cah9a03c77udr9bcdodg,2.285215,131.632,908
v12044gd0000cbptiu3c77u0qj6m5g8g,26.340625,29.811,881
v12044gd0000cc3ero3c77u6pg5sejm0,15.298,15.298,866
v12044gd0000cbpanbbc77u2b8pls8bg,16.111,16.111,850
v09044g40000cc5p96bc77u16vb94nqg,3.638289,91.39,846
v12044gd0000cbo269jc77u2b8vtgpi0,10.863,10.863,835
v10033g50000cbh7sojc77ud298gc3s0,1.560686,15.363,834
v12044gd0000cbqnbqjc77ud7oecil80,8.75,8.75,825
v09044g40000cbd8dljc77u3ed3kom2g,9.54,9.54,815
v10033g50000cc2mmmjc77ud8ed8obug,1.350156,15.341,814
v09044g40000cc3u8kbc77ucp1k3vos0,21.172222,95.941,793
v09044g40000cc0lvm3c77u68tcv16f0,90.345,90.345,703
v09044g40000cbogrhrc77uf0o9fn9cg,4.355925,23.123,698
v12044gd0000cbv7qjrc77ud7ocaqv90,27.328,27.328,671
v09044g40000cb0uesjc77u6egstjohg,1.596508,30.902,669
v12044gd0000cao8n8rc77ubkvoaa2m0,11.344727,20.304,658
v12044gd0000cc6f3pjc77ud7odoui0g,44.393,44.393,614
v12044gd0000cbp4tpbc77udi8gseivg,91.367,91.367,522
v09044540000bt1a8j1f3o6tam2eh70g,11.125267,50.383,511
v12044gd0000cc71phbc77u7m50t18rg,5.29,5.29,506
v10025g50000cbj4au3c77uamsi4591g,5.537775,45.554,500
v12044gd0000cc6hfabc77ubrpid21j0,5.729536,14.834,495
v09044g40000casvdk3c77uen2hmagrg,9.307626,34.176,485
v09044g40000cbjegfrc77udb658vl2g,20.662,20.662,465
v12044gd0000cbtc5fbc77u0qj3g0ksg,3.369236,6.476,461
v12044gd0000cah9l2bc77ua7e9hg8tg,7.473,7.473,454
v10033g50000cc3qq9bc77u7dmho44sg,4.968889,30.36,449
v12044gd0000cbfua43c77u74o54gkm0,26.010233,27.142,423
v12044gd0000cbjjocbc77u1st34v11g,6.408425,15.089,416
v12044gd0000cc130a3c77udfdjksq8g,6.591,6.591,410
v12044gd0000cbshk33c77uafpu66ddg,6.050058,14.857,404
v12044gd0000cc6bf3rc77uckv255a60,2.441777,9.17,401
v12044gd0000cbj89q3c77ua195qp4q0,20.294065,23.472,381
v09044g40000cc3n8gbc77u878ijrkng,7.821,7.821,373
v12044gd0000cblnee3c77u7gjnmi610,2.750578,16.459,370
v12044gd0000cc14o2bc77uei4j6r5mg,1.597382,12.86,369
v09044g40000cc76svrc77u5n80ii0ig,9.262,9.262,360
v10033g50000cc3vebjc77u63hoackfg,1.785138,60.044,358
v12044gd0000cc07atbc77u6o0l1qshg,3.787185,29.021,354
v10044g50000cbp95d3c77uflr9tc1k0,6.639,6.639,347
v12044gd0000cbodo3jc77u1st1bo09g,21.743146,25.352,326
v09044g40000cbll6bjc77u0uqa6kmv0,6.591,6.591,319
v12044gd0000cc36kbbc77uegdhjlb80,5.499,5.499,313
v09044g40000cc2697rc77uem2khpteg,2.927631,7.312,311
v09044g40000cc51hubc77ufeudrpqlg,7.305242,63.294,303
v12044gd0000cc0hm6bc77ua197gbdm0,67.74715,78.085,235
v09044g40000cc4j493c77u9efjpq2qg,8.845046,23.123,227
v12044gd0000cb1lrq3c77u77bajh620,9.54,9.54,217
v09044g40000cc5vaijc77u9eflgecq0,0,NaN,217
v12044gd0000ccajfkbc77u6pg6t1o9g,7.009,7.009,210
v12025gd0000cbg05prc77u1qf75meh0,18.712,18.712,191
countdown,0.943237,10.065011,190
v12044gd0000cc5uonrc77uda8r8jo80,5.986349,7.428,184
v12044gd0000cbj4dt3c77ua5740bs00,25.422,25.422,159
v09044g40000cau464rc77u9l2f4m9ig,5.464913,11.792,154
v10033g50000c9fvp3rc77u1g9f1rqd0,10.67864,15.025,143
v12044gd0000ccb675bc77uegdjtb4bg,25.091124,36.544,118
v10033g50000cboke7jc77uc4a32m0fg,6.098068,15.341,112
v12044gd0000cbr5sljc77uemfi2ocmg,2.284521,10.538,109
v12044gd0000cbov3v3c77u8ccoc68bg,23.543,23.543,86
v12044gd0000cc5pq5jc77u7qm3te3t0,15.80905,16.53,70
v12044gd0000cbvtrjjc77uemfgb6amg,1.354486,15.763,69
v12044gd0000cbuct2bc77udfdg50e00,13.046,13.046,56
v12044gd0000cb6t5hjc77u6u6cf5l4g,15.089,15.089,41
v12044gd0000cb667mrc77udr9cccp70,6.686178,24.772,34
v12044gd0000cbt58rrc77u1qf0t6e4g,2.950009,7.868,31
